video,frame,ear,mar,head_ratio,label
IMG_9522.MOV,339,0.17726,0.00414,0.62076,awake
IMG_9522.MOV,340,0.25146,0.00452,0.61524,awake
IMG_9522.MOV,341,0.2824,0.00496,0.61715,awake
IMG_9522.MOV,342,0.28296,0.00548,0.61629,awake
IMG_9522.MOV,343,0.30651,0.00608,0.62042,awake
IMG_9522.MOV,344,0.3011,0.00487,0.61989,awake
IMG_9522.MOV,345,0.31698,0.00255,0.61392,awake
IMG_9522.MOV,346,0.3055,0.00373,0.61662,awake
IMG_9522.MOV,347,0.30378,0.0035,0.61877,awake
IMG_9522.MOV,348,0.30579,0.00439,0.62089,awake
IMG_9522.MOV,349,0.29775,0.00357,0.62144,awake
IMG_9522.MOV,350,0.31335,0.00304,0.6185,awake
IMG_9522.MOV,351,0.30414,0.00268,0.62169,awake
IMG_9522.MOV,352,0.32879,0.00556,0.62479,awake
IMG_9522.MOV,353,0.31943,0.00672,0.62958,awake
IMG_9522.MOV,354,0.32522,0.00586,0.62428,awake
IMG_9522.MOV,355,0.31567,0.00389,0.61962,awake
IMG_9522.MOV,356,0.31878,0.00437,0.62257,awake
IMG_9522.MOV,357,0.31,0.00383,0.61576,awake
IMG_9522.MOV,358,0.31214,0.00342,0.61563,awake
IMG_9522.MOV,359,0.31158,0.00252,0.61162,awake
IMG_9522.MOV,360,0.32301,0.00581,0.61642,awake
IMG_9522.MOV,361,0.31943,0.0056,0.61515,awake
IMG_9522.MOV,362,0.3199,0.00632,0.6125,awake
IMG_9522.MOV,363,0.30581,0.00465,0.61466,awake
IMG_9522.MOV,364,0.30744,0.005,0.61349,awake
IMG_9522.MOV,365,0.30474,0.00481,0.61251,awake
IMG_9522.MOV,366,0.31488,0.01027,0.61517,awake
IMG_9522.MOV,367,0.31942,0.00746,0.61536,awake
IMG_9522.MOV,368,0.32881,0.00942,0.61549,awake
IMG_9522.MOV,369,0.31596,0.00901,0.61197,awake
IMG_9522.MOV,370,0.32386,0.01316,0.60969,awake
IMG_9522.MOV,371,0.318,0.0107,0.60865,awake
IMG_9522.MOV,372,0.32007,0.00392,0.61251,awake
IMG_9522.MOV,373,0.3169,0.00441,0.6103,awake
IMG_9522.MOV,374,0.32765,0.00435,0.61793,awake
IMG_9522.MOV,375,0.32965,0.00295,0.61694,awake
IMG_9522.MOV,376,0.32948,0.00417,0.61808,awake
IMG_9522.MOV,377,0.33175,0.00453,0.61811,awake
IMG_9522.MOV,378,0.33347,0.00488,0.61907,awake
IMG_9522.MOV,379,0.33388,0.00289,0.6211,awake
IMG_9522.MOV,380,0.33698,0.00551,0.61873,awake
IMG_9522.MOV,381,0.34024,0.00384,0.6201,awake
IMG_9522.MOV,382,0.35608,0.00604,0.62158,awake
IMG_9522.MOV,383,0.35387,0.00253,0.61903,awake
IMG_9522.MOV,384,0.36592,0.00552,0.6186,awake
IMG_9522.MOV,385,0.35991,0.00446,0.61489,awake
IMG_9522.MOV,386,0.37132,0.00695,0.61413,awake
IMG_9522.MOV,387,0.37473,0.00358,0.61288,awake
IMG_9523.MOV,0,0.369,0.00044,0.6477,awake
IMG_9523.MOV,1,0.38729,0.00324,0.65052,awake
IMG_9523.MOV,2,0.37322,0.00503,0.64723,awake
IMG_9523.MOV,3,0.38597,0.00116,0.65101,awake
IMG_9523.MOV,4,0.38918,0.00132,0.65235,awake
IMG_9523.MOV,5,0.36933,0.00291,0.65045,awake
IMG_9523.MOV,6,0.36173,0.0041,0.64796,awake
IMG_9523.MOV,7,0.39363,0.00561,0.65006,awake
IMG_9523.MOV,8,0.3696,0.00671,0.65849,awake
IMG_9523.MOV,9,0.42066,0.00848,0.67257,awake
IMG_9523.MOV,10,0.39565,0.00802,0.67425,awake
IMG_9523.MOV,11,0.4224,0.00617,0.67331,awake
IMG_9523.MOV,12,0.40676,0.00862,0.67312,awake
IMG_9523.MOV,13,0.41198,0.00793,0.6683,awake
IMG_9523.MOV,14,0.43072,0.00663,0.66756,awake
IMG_9523.MOV,15,0.41144,0.00597,0.66256,awake
IMG_9523.MOV,16,0.41803,0.00518,0.65476,awake
IMG_9523.MOV,17,0.39799,0.00598,0.65596,awake
IMG_9523.MOV,18,0.40884,0.00268,0.655,awake
IMG_9523.MOV,19,0.4019,0.00227,0.65032,awake
IMG_9523.MOV,20,0.39959,0.00018,0.65679,awake
IMG_9523.MOV,21,0.40161,0.00135,0.64766,awake
IMG_9523.MOV,22,0.39497,0.00143,0.65154,awake
IMG_9523.MOV,23,0.3468,0.00323,0.64962,awake
IMG_9523.MOV,24,0.1237,0.00103,0.64124,awake
IMG_9523.MOV,25,0.04613,0.00411,0.64708,awake
IMG_9523.MOV,26,0.10681,0.00209,0.64633,awake
IMG_9523.MOV,27,0.2429,0.0011,0.63891,awake
IMG_9523.MOV,28,0.3416,0.0012,0.63948,awake
IMG_9523.MOV,29,0.35686,0.0043,0.63927,awake
IMG_9523.MOV,30,0.38301,0.00533,0.6378,awake
IMG_9523.MOV,31,0.38516,0.00599,0.6414,awake
IMG_9523.MOV,32,0.3666,0.00489,0.64095,awake
IMG_9523.MOV,33,0.38647,0.00531,0.64379,awake
IMG_9523.MOV,34,0.36749,0.00754,0.64113,awake
IMG_9523.MOV,35,0.37761,0.00834,0.64575,awake
IMG_9523.MOV,36,0.37705,0.00771,0.64641,awake
IMG_9523.MOV,37,0.35452,0.0114,0.64366,awake
IMG_9523.MOV,38,0.35224,0.01581,0.64038,awake
IMG_9523.MOV,39,0.33405,0.01743,0.64185,awake
IMG_9523.MOV,40,0.32822,0.02045,0.63854,awake
IMG_9523.MOV,41,0.3424,0.03325,0.63995,awake
IMG_9523.MOV,42,0.34149,0.03287,0.64191,awake
IMG_9523.MOV,43,0.33965,0.02307,0.64037,awake
IMG_9523.MOV,44,0.34399,0.01798,0.6405,awake
IMG_9523.MOV,45,0.34293,0.01855,0.64199,awake
IMG_9523.MOV,46,0.33584,0.01734,0.64221,awake
IMG_9523.MOV,47,0.32112,0.01709,0.63824,awake
IMG_9523.MOV,48,0.31861,0.01752,0.64055,awake
IMG_9523.MOV,49,0.32779,0.02483,0.64095,awake
IMG_9523.MOV,50,0.32938,0.02192,0.64323,awake
IMG_9523.MOV,51,0.32273,0.01893,0.64701,awake
IMG_9523.MOV,52,0.31811,0.0192,0.64283,awake
IMG_9523.MOV,53,0.30395,0.01626,0.64316,awake
IMG_9523.MOV,54,0.32229,0.01667,0.64113,awake
IMG_9523.MOV,55,0.3149,0.01301,0.64355,awake
IMG_9523.MOV,56,0.3268,0.0157,0.64484,awake
IMG_9523.MOV,57,0.32277,0.01343,0.64543,awake
IMG_9523.MOV,58,0.31602,0.01384,0.6414,awake
IMG_9523.MOV,59,0.31656,0.01328,0.64227,awake
IMG_9523.MOV,60,0.30294,0.01251,0.64211,awake
IMG_9523.MOV,61,0.29938,0.01264,0.64024,awake
IMG_9523.MOV,62,0.32287,0.01259,0.63952,awake
IMG_9523.MOV,63,0.31745,0.01442,0.63903,awake
IMG_9523.MOV,64,0.31792,0.01697,0.639,awake
IMG_9523.MOV,65,0.28738,0.06253,0.62987,awake
IMG_9523.MOV,66,0.27413,0.14606,0.61824,awake
IMG_9523.MOV,67,0.27336,0.26905,0.60332,awake
IMG_9523.MOV,68,0.26887,0.28987,0.59401,awake
IMG_9523.MOV,69,0.25512,0.31637,0.58262,awake
IMG_9523.MOV,70,0.28042,0.35601,0.56867,awake
IMG_9523.MOV,71,0.27668,0.3566,0.5594,awake
IMG_9523.MOV,72,0.25762,0.3497,0.56213,awake
IMG_9523.MOV,73,0.27641,0.36312,0.56235,awake
IMG_9523.MOV,74,0.25594,0.38755,0.56137,awake
IMG_9523.MOV,75,0.25978,0.3785,0.56211,awake
IMG_9523.MOV,76,0.26488,0.37489,0.56042,awake
IMG_9523.MOV,77,0.24623,0.38433,0.57103,awake
IMG_9523.MOV,78,0.24655,0.38244,0.56892,awake
IMG_9523.MOV,79,0.25498,0.4221,0.56272,awake
IMG_9523.MOV,80,0.26445,0.41054,0.55603,awake
IMG_9523.MOV,81,0.27773,0.41063,0.5556,awake
IMG_9523.MOV,82,0.25564,0.39744,0.55088,awake
IMG_9523.MOV,83,0.27868,0.38205,0.55726,awake
IMG_9523.MOV,84,0.25056,0.38288,0.56574,awake
IMG_9523.MOV,85,0.26265,0.38162,0.57015,awake
IMG_9523.MOV,86,0.25311,0.37118,0.57116,awake
IMG_9523.MOV,87,0.26967,0.36925,0.58421,awake
IMG_9523.MOV,88,0.2579,0.40187,0.58345,awake
IMG_9523.MOV,89,0.25702,0.34765,0.57304,awake
IMG_9523.MOV,90,0.28524,0.40575,0.57476,awake
IMG_9523.MOV,91,0.25537,0.42445,0.56801,awake
IMG_9523.MOV,92,0.24633,0.38228,0.56784,awake
IMG_9523.MOV,93,0.26097,0.38177,0.578,awake
IMG_9523.MOV,94,0.27391,0.37799,0.57724,awake
IMG_9523.MOV,95,0.25864,0.35773,0.57811,awake
IMG_9523.MOV,96,0.24112,0.3102,0.58325,awake
IMG_9523.MOV,97,0.23595,0.26787,0.59141,awake
IMG_9523.MOV,98,0.24332,0.23879,0.59839,awake
IMG_9523.MOV,99,0.24821,0.20583,0.59899,awake
IMG_9523.MOV,100,0.23918,0.1823,0.60124,awake
IMG_9523.MOV,101,0.24305,0.18555,0.60093,awake
IMG_9523.MOV,102,0.23575,0.18422,0.60268,awake
IMG_9523.MOV,103,0.23155,0.18981,0.60696,awake
IMG_9523.MOV,104,0.23307,0.17375,0.60767,awake
IMG_9523.MOV,105,0.21546,0.1665,0.61332,awake
IMG_9523.MOV,106,0.21186,0.15491,0.61882,awake
IMG_9523.MOV,107,0.21714,0.14645,0.62551,awake
IMG_9523.MOV,108,0.22752,0.14784,0.63335,awake
IMG_9523.MOV,109,0.20745,0.13864,0.63155,awake
IMG_9523.MOV,110,0.20296,0.1469,0.62715,awake
IMG_9523.MOV,111,0.22804,0.16779,0.63343,awake
IMG_9523.MOV,112,0.22315,0.15251,0.6293,awake
IMG_9523.MOV,113,0.2476,0.17676,0.62625,awake
IMG_9523.MOV,114,0.2226,0.1637,0.62192,awake
IMG_9523.MOV,115,0.26612,0.20432,0.62316,awake
IMG_9523.MOV,116,0.22275,0.20946,0.62079,awake
IMG_9523.MOV,117,0.23663,0.21285,0.61982,awake
IMG_9523.MOV,118,0.2371,0.17724,0.62767,awake
IMG_9523.MOV,119,0.29457,0.17255,0.63323,awake
IMG_9523.MOV,120,0.32429,0.17789,0.61823,awake
IMG_9523.MOV,121,0.32284,0.17711,0.63215,awake
IMG_9523.MOV,122,0.31995,0.19545,0.63202,awake
IMG_9523.MOV,123,0.32195,0.16445,0.63472,awake
IMG_9523.MOV,124,0.33705,0.14556,0.63607,awake
IMG_9523.MOV,125,0.32786,0.1525,0.63418,awake
IMG_9523.MOV,126,0.3448,0.1459,0.63533,awake
IMG_9523.MOV,127,0.32877,0.15071,0.63645,awake
IMG_9523.MOV,128,0.33815,0.12213,0.64355,awake
IMG_9523.MOV,129,0.29245,0.04949,0.63289,awake
IMG_9523.MOV,130,0.29764,0.01922,0.62226,awake
IMG_9523.MOV,131,0.30821,0.01511,0.63081,awake
IMG_9523.MOV,132,0.31879,0.01306,0.6244,awake
IMG_9523.MOV,133,0.31674,0.01161,0.62295,awake
IMG_9523.MOV,134,0.33117,0.01121,0.63053,awake
IMG_9523.MOV,135,0.33082,0.01298,0.6262,awake
IMG_9523.MOV,136,0.31194,0.01025,0.63704,awake
IMG_9523.MOV,137,0.30228,0.01239,0.63314,awake
IMG_9523.MOV,138,0.27191,0.00798,0.64237,awake
IMG_9523.MOV,139,0.31888,0.00733,0.64422,awake
IMG_9523.MOV,140,0.30058,0.00858,0.63796,awake
IMG_9523.MOV,141,0.29491,0.00826,0.63881,awake
IMG_9523.MOV,142,0.30686,0.01218,0.64068,awake
IMG_9523.MOV,143,0.30703,0.00774,0.63431,awake
IMG_9523.MOV,144,0.3011,0.01232,0.63405,awake
IMG_9523.MOV,145,0.29298,0.01293,0.63462,awake
IMG_9523.MOV,146,0.29077,0.0096,0.63913,awake
IMG_9523.MOV,147,0.27116,0.01017,0.63849,awake
IMG_9523.MOV,148,0.25685,0.00508,0.64294,awake
IMG_9523.MOV,149,0.25828,0.00474,0.64419,awake
IMG_9523.MOV,150,0.25551,0.00746,0.63722,awake
IMG_9523.MOV,151,0.24155,0.02086,0.62834,awake
IMG_9523.MOV,152,0.23943,0.01635,0.62951,awake
IMG_9523.MOV,153,0.24241,0.01437,0.62696,awake
IMG_9523.MOV,154,0.23364,0.03676,0.62657,awake
IMG_9523.MOV,155,0.22845,0.03754,0.62237,awake
IMG_9523.MOV,156,0.24156,0.04479,0.62593,awake
IMG_9523.MOV,157,0.21621,0.03531,0.62402,awake
IMG_9523.MOV,158,0.23594,0.06437,0.62971,awake
IMG_9523.MOV,159,0.26084,0.05642,0.63785,awake
IMG_9523.MOV,160,0.29759,0.04464,0.64024,awake
IMG_9523.MOV,161,0.29265,0.04359,0.64598,awake
IMG_9523.MOV,162,0.3102,0.03127,0.64448,awake
IMG_9523.MOV,163,0.3009,0.04254,0.64377,awake
IMG_9523.MOV,164,0.32382,0.03218,0.64624,awake
IMG_9523.MOV,165,0.32923,0.01921,0.64134,awake
IMG_9523.MOV,166,0.3212,0.01397,0.63998,awake
IMG_9523.MOV,167,0.31434,0.01348,0.64141,awake
IMG_9523.MOV,168,0.3254,0.01241,0.64307,awake
IMG_9523.MOV,169,0.28596,0.00438,0.64228,awake
IMG_9523.MOV,170,0.30635,0.00588,0.64638,awake
IMG_9523.MOV,171,0.26924,0.00516,0.64803,awake
IMG_9523.MOV,172,0.19323,0.00412,0.65093,awake
IMG_9523.MOV,173,0.12309,0.00403,0.65796,awake
IMG_9523.MOV,174,0.09592,0.00348,0.66429,awake
IMG_9523.MOV,175,0.11823,0.00185,0.66428,awake
IMG_9523.MOV,176,0.1216,0.00331,0.67627,awake
IMG_9523.MOV,177,0.1069,0.00194,0.6786,awake
IMG_9523.MOV,178,0.08572,0.0043,0.67938,awake
IMG_9523.MOV,179,0.09505,0.00433,0.68475,awake
IMG_9523.MOV,180,0.10439,0.01042,0.69409,awake
IMG_9523.MOV,181,0.12859,0.01168,0.69632,awake
IMG_9523.MOV,182,0.12797,0.01262,0.69626,awake
IMG_9523.MOV,183,0.19515,0.01353,0.71269,awake
IMG_9523.MOV,184,0.2103,0.01358,0.71668,awake
IMG_9523.MOV,185,0.20896,0.01525,0.71214,awake
IMG_9523.MOV,186,0.20233,0.01459,0.7219,awake
IMG_9523.MOV,187,0.22044,0.01613,0.72057,awake
IMG_9523.MOV,188,0.22315,0.01295,0.70411,awake
IMG_9523.MOV,189,0.18188,0.01389,0.69996,awake
IMG_9523.MOV,190,0.19953,0.01389,0.70143,awake
IMG_9523.MOV,191,0.21018,0.01605,0.70148,awake
IMG_9523.MOV,192,0.21281,0.01562,0.6972,awake
IMG_9523.MOV,193,0.21662,0.01285,0.68851,awake
IMG_9523.MOV,194,0.22281,0.01465,0.68291,awake
IMG_9523.MOV,195,0.23682,0.01562,0.68396,awake
IMG_9523.MOV,196,0.25864,0.02035,0.68836,awake
IMG_9523.MOV,197,0.33322,0.01434,0.6842,awake
IMG_9523.MOV,198,0.36663,0.01013,0.67504,awake
IMG_9523.MOV,199,0.38324,0.00963,0.67529,awake
IMG_9523.MOV,200,0.37115,0.00961,0.68075,awake
IMG_9523.MOV,201,0.3627,0.00377,0.66736,awake
IMG_9523.MOV,202,0.35728,0.01023,0.66792,awake
IMG_9523.MOV,203,0.36576,0.00347,0.65938,awake
IMG_9523.MOV,204,0.35614,0.00608,0.66196,awake
IMG_9523.MOV,205,0.36796,0.00574,0.66167,awake
IMG_9523.MOV,206,0.35655,0.0048,0.65537,awake
IMG_9523.MOV,207,0.35619,0.00454,0.65194,awake
IMG_9523.MOV,208,0.35632,0.00382,0.65057,awake
IMG_9523.MOV,209,0.34532,0.00123,0.64202,awake
IMG_9523.MOV,210,0.34408,0.00133,0.63582,awake
IMG_9523.MOV,211,0.33488,0.00264,0.63957,awake
IMG_9523.MOV,212,0.33809,0.00115,0.62553,awake
IMG_9523.MOV,213,0.33737,0.00189,0.62781,awake
IMG_9523.MOV,214,0.32885,0.00015,0.63058,awake
IMG_9523.MOV,215,0.31411,0.0006,0.63167,awake
IMG_9523.MOV,216,0.32437,0.00024,0.62828,awake
IMG_9523.MOV,217,0.33282,0.0022,0.63256,awake
IMG_9523.MOV,218,0.32524,0.00283,0.63305,awake
IMG_9523.MOV,219,0.33066,0.00149,0.63133,awake
IMG_9523.MOV,220,0.33434,0.00096,0.6341,awake
IMG_9523.MOV,221,0.33437,0.00064,0.63453,awake
IMG_9523.MOV,222,0.33831,0.00131,0.63138,awake
IMG_9523.MOV,223,0.33977,0.0029,0.6343,awake
IMG_9523.MOV,224,0.33136,0.00232,0.63318,awake
IMG_9523.MOV,225,0.34939,0.00118,0.62855,awake
IMG_9523.MOV,226,0.34908,0.00158,0.6293,awake
IMG_9523.MOV,227,0.34253,0.00102,0.62984,awake
IMG_9523.MOV,228,0.3408,0.00091,0.63088,awake
IMG_9523.MOV,229,0.33371,0.00149,0.63282,awake
IMG_9523.MOV,230,0.3268,0.0006,0.62852,awake
IMG_9523.MOV,231,0.3176,0.00105,0.62875,awake
IMG_9523.MOV,232,0.32338,0.00161,0.62679,awake
IMG_9523.MOV,233,0.32252,0.0028,0.62813,awake
IMG_9523.MOV,234,0.33099,0.00078,0.62919,awake
IMG_9523.MOV,235,0.32747,0.00076,0.63095,awake
IMG_9523.MOV,236,0.33135,0.00203,0.62723,awake
IMG_9523.MOV,237,0.32942,0.00207,0.6282,awake
IMG_9523.MOV,238,0.32274,0.00459,0.62586,awake
IMG_9523.MOV,239,0.32471,0.03793,0.61851,awake
IMG_9523.MOV,240,0.31536,0.13762,0.61025,awake
IMG_9523.MOV,241,0.30844,0.23255,0.59434,awake
IMG_9523.MOV,242,0.29437,0.35425,0.57705,awake
IMG_9523.MOV,243,0.30289,0.4116,0.56742,awake
IMG_9523.MOV,244,0.2918,0.4607,0.55772,awake
IMG_9523.MOV,245,0.2881,0.44863,0.55599,awake
IMG_9523.MOV,246,0.27851,0.47437,0.55007,awake
IMG_9523.MOV,247,0.26324,0.47397,0.54982,awake
IMG_9523.MOV,248,0.2767,0.45186,0.55235,awake
IMG_9523.MOV,249,0.27208,0.47319,0.55509,awake
IMG_9523.MOV,250,0.26944,0.44305,0.55766,awake
IMG_9523.MOV,251,0.27337,0.38193,0.56436,awake
IMG_9523.MOV,252,0.25282,0.33704,0.58016,awake
IMG_9523.MOV,253,0.28226,0.30514,0.58026,awake
IMG_9523.MOV,254,0.27361,0.25653,0.58467,awake
IMG_9523.MOV,255,0.27413,0.22936,0.59263,awake
IMG_9523.MOV,256,0.25714,0.19687,0.59281,awake
IMG_9523.MOV,257,0.25776,0.19752,0.58719,awake
IMG_9523.MOV,258,0.25881,0.17474,0.59244,awake
IMG_9523.MOV,259,0.26248,0.15767,0.59985,awake
IMG_9523.MOV,260,0.26799,0.15723,0.60777,awake
IMG_9523.MOV,261,0.25603,0.14913,0.60607,awake
IMG_9523.MOV,262,0.27295,0.17135,0.61265,awake
IMG_9523.MOV,263,0.27003,0.17719,0.60896,awake
IMG_9523.MOV,264,0.2768,0.16322,0.61314,awake
IMG_9523.MOV,265,0.27641,0.1488,0.61265,awake
IMG_9523.MOV,266,0.27465,0.15313,0.60962,awake
IMG_9523.MOV,267,0.28217,0.16643,0.61329,awake
IMG_9523.MOV,268,0.27156,0.15927,0.61249,awake
IMG_9523.MOV,269,0.27688,0.16176,0.60939,awake
IMG_9523.MOV,270,0.25516,0.14057,0.61268,awake
IMG_9523.MOV,271,0.2581,0.14034,0.61427,awake
IMG_9523.MOV,272,0.27072,0.15458,0.6156,awake
IMG_9523.MOV,273,0.26973,0.13569,0.61763,awake
IMG_9523.MOV,274,0.2652,0.13386,0.61895,awake
IMG_9523.MOV,275,0.27231,0.14628,0.62196,awake
IMG_9523.MOV,276,0.27241,0.14314,0.61869,awake
IMG_9523.MOV,277,0.25539,0.13175,0.62297,awake
IMG_9523.MOV,278,0.25734,0.13626,0.6265,awake
IMG_9523.MOV,279,0.27125,0.12936,0.63314,awake
IMG_9523.MOV,280,0.26019,0.11758,0.63466,awake
IMG_9523.MOV,281,0.25038,0.10413,0.63668,awake
IMG_9523.MOV,282,0.26942,0.09712,0.63507,awake
IMG_9523.MOV,283,0.27322,0.10512,0.63706,awake
IMG_9523.MOV,284,0.27352,0.10529,0.63211,awake
IMG_9523.MOV,285,0.26223,0.10486,0.63115,awake
IMG_9523.MOV,286,0.26633,0.0907,0.631,awake
IMG_9523.MOV,287,0.23494,0.09065,0.62749,awake
IMG_9523.MOV,288,0.24211,0.08338,0.63058,awake
IMG_9523.MOV,289,0.26667,0.0568,0.63176,awake
IMG_9523.MOV,290,0.28472,0.00506,0.63401,awake
IMG_9523.MOV,291,0.29224,0.00444,0.63755,awake
IMG_9523.MOV,292,0.29809,0.00638,0.64282,awake
IMG_9523.MOV,293,0.29343,0.00647,0.64131,awake
IMG_9523.MOV,294,0.29436,0.00512,0.63834,awake
IMG_9523.MOV,295,0.2889,0.00386,0.63983,awake
IMG_9523.MOV,296,0.30034,0.00512,0.64371,awake
IMG_9523.MOV,297,0.29146,0.00418,0.64448,awake
IMG_9523.MOV,298,0.3005,0.00348,0.64179,awake
IMG_9523.MOV,299,0.28999,0.00126,0.63743,awake
IMG_9523.MOV,300,0.2989,0.00231,0.64276,awake
IMG_9523.MOV,301,0.29002,0.00332,0.64786,awake
IMG_9523.MOV,302,0.28305,0.0039,0.64867,awake
IMG_9523.MOV,303,0.30059,0.00252,0.64424,awake
IMG_9523.MOV,304,0.30017,0.00383,0.64548,awake
IMG_9523.MOV,305,0.31833,0.00339,0.6459,awake
IMG_9523.MOV,306,0.31866,0.00462,0.64875,awake
IMG_9523.MOV,307,0.30783,0.00484,0.64536,awake
IMG_9523.MOV,308,0.31691,0.00416,0.64889,awake
IMG_9524.MOV,0,0.36264,0.02963,0.60422,awake
IMG_9524.MOV,1,0.36375,0.02629,0.60227,awake
IMG_9524.MOV,2,0.35949,0.03031,0.60639,awake
IMG_9524.MOV,3,0.38289,0.0574,0.60284,awake
IMG_9524.MOV,4,0.3668,0.03759,0.6078,awake
IMG_9524.MOV,5,0.36218,0.04178,0.60073,awake
IMG_9524.MOV,6,0.35637,0.04111,0.60274,awake
IMG_9524.MOV,7,0.37427,0.04973,0.5959,awake
IMG_9524.MOV,8,0.36446,0.06042,0.59765,awake
IMG_9524.MOV,9,0.37602,0.02482,0.60799,awake
IMG_9524.MOV,10,0.36437,0.02877,0.60458,awake
IMG_9524.MOV,11,0.37681,0.06955,0.60911,awake
IMG_9524.MOV,12,0.38686,0.05012,0.61195,awake
IMG_9524.MOV,13,0.3918,0.02944,0.61326,awake
IMG_9524.MOV,14,0.39996,0.03058,0.61165,awake
IMG_9524.MOV,15,0.38521,0.02885,0.6147,awake
IMG_9524.MOV,16,0.38897,0.04425,0.60577,awake
IMG_9524.MOV,17,0.39037,0.06716,0.6036,awake
IMG_9524.MOV,18,0.38308,0.02301,0.60641,awake
IMG_9524.MOV,19,0.40303,0.01599,0.61296,awake
IMG_9524.MOV,20,0.37173,0.00772,0.61647,awake
IMG_9524.MOV,21,0.38743,0.01504,0.6152,awake
IMG_9524.MOV,22,0.37204,0.00687,0.62098,awake
IMG_9524.MOV,23,0.38444,0.01014,0.62225,awake
IMG_9524.MOV,24,0.37486,0.00983,0.62538,awake
IMG_9524.MOV,25,0.35577,0.00783,0.62079,awake
IMG_9524.MOV,26,0.35862,0.013,0.62034,awake
IMG_9524.MOV,27,0.29523,0.00425,0.62615,awake
IMG_9524.MOV,28,0.09082,0.00579,0.62091,awake
IMG_9524.MOV,29,0.0401,0.00596,0.61689,awake
IMG_9524.MOV,30,0.0809,0.00396,0.62002,awake
IMG_9524.MOV,31,0.23167,0.00459,0.61094,awake
IMG_9524.MOV,32,0.28508,0.00809,0.60989,awake
IMG_9524.MOV,33,0.31204,0.0074,0.61332,awake
IMG_9524.MOV,34,0.29639,0.01268,0.60628,awake
IMG_9524.MOV,35,0.30477,0.00958,0.60579,awake
IMG_9524.MOV,36,0.32617,0.01445,0.61006,awake
IMG_9524.MOV,37,0.31695,0.01252,0.61586,awake
IMG_9524.MOV,38,0.32289,0.01506,0.61458,awake
IMG_9524.MOV,39,0.32249,0.02015,0.60747,awake
IMG_9524.MOV,40,0.30885,0.01367,0.61323,awake
IMG_9524.MOV,41,0.3093,0.01218,0.61697,awake
IMG_9524.MOV,42,0.31462,0.00897,0.61595,awake
IMG_9524.MOV,43,0.31269,0.01141,0.61968,awake
IMG_9524.MOV,44,0.29532,0.00922,0.61984,awake
IMG_9524.MOV,45,0.29983,0.00747,0.62277,awake
IMG_9524.MOV,46,0.30044,0.01318,0.62443,awake
IMG_9524.MOV,47,0.2702,0.01729,0.62129,awake
IMG_9524.MOV,48,0.29002,0.01505,0.62157,awake
IMG_9524.MOV,49,0.25771,0.01761,0.61768,awake
IMG_9524.MOV,50,0.26818,0.0224,0.61646,awake
IMG_9524.MOV,51,0.27225,0.00907,0.61306,awake
IMG_9524.MOV,52,0.2427,0.00902,0.60946,awake
IMG_9524.MOV,53,0.25993,0.01493,0.60555,awake
IMG_9524.MOV,54,0.25905,0.01293,0.60316,awake
IMG_9524.MOV,55,0.24624,0.01053,0.59899,awake
IMG_9524.MOV,56,0.25249,0.01913,0.60792,awake
IMG_9524.MOV,57,0.24401,0.01499,0.60937,awake
IMG_9524.MOV,58,0.2546,0.01442,0.6091,awake
IMG_9524.MOV,59,0.24818,0.01445,0.60693,awake
IMG_9524.MOV,60,0.26417,0.016,0.61883,awake
IMG_9524.MOV,61,0.27268,0.00532,0.6265,awake
IMG_9524.MOV,62,0.25243,0.01236,0.61748,awake
IMG_9524.MOV,63,0.26717,0.01392,0.61968,awake
IMG_9524.MOV,64,0.27372,0.01364,0.61955,awake
IMG_9524.MOV,65,0.28087,0.01919,0.60421,awake
IMG_9524.MOV,66,0.29762,0.03181,0.60239,awake
IMG_9524.MOV,67,0.27659,0.03695,0.60108,awake
IMG_9524.MOV,68,0.28014,0.03056,0.59738,awake
IMG_9524.MOV,69,0.25716,0.02278,0.60206,awake
IMG_9524.MOV,70,0.27934,0.02667,0.60148,awake
IMG_9524.MOV,71,0.29272,0.01483,0.60959,awake
IMG_9524.MOV,72,0.2924,0.01442,0.62119,awake
IMG_9524.MOV,73,0.30312,0.01008,0.62011,awake
IMG_9524.MOV,74,0.30083,0.01251,0.62064,awake
IMG_9524.MOV,75,0.32616,0.00928,0.62618,awake
IMG_9524.MOV,76,0.32086,0.01046,0.62076,awake
IMG_9524.MOV,77,0.32113,0.01017,0.62272,awake
IMG_9524.MOV,78,0.32478,0.01066,0.61918,awake
IMG_9524.MOV,79,0.3209,0.01101,0.61954,awake
IMG_9524.MOV,80,0.32364,0.00788,0.61569,awake
IMG_9524.MOV,81,0.32264,0.00581,0.61205,awake
IMG_9524.MOV,82,0.32283,0.00555,0.60577,awake
IMG_9524.MOV,83,0.31944,0.00514,0.60251,awake
IMG_9524.MOV,84,0.33482,0.00928,0.59472,awake
IMG_9524.MOV,85,0.35313,0.00784,0.5919,awake
IMG_9524.MOV,86,0.33794,0.00559,0.60009,awake
IMG_9524.MOV,87,0.33171,0.01196,0.59098,awake
IMG_9524.MOV,88,0.33422,0.00877,0.5913,awake
IMG_9524.MOV,89,0.31391,0.00495,0.58522,awake
IMG_9524.MOV,90,0.31031,0.01005,0.59672,awake
IMG_9524.MOV,91,0.32946,0.01287,0.59826,awake
IMG_9524.MOV,92,0.40704,0.01296,0.60227,awake
